烟花_舟山,,,,,,,,
时间1,实测,时间2,迭代次数1,迭代次数2,迭代次数3,迭代次数4,迭代次数5,
,,2021/7/26 10:00,3.14866,3.211522174,2.853254331,3.115961047,3.074860141,
,,2021/7/26 11:00,3.0895,2.874866626,3.093531835,3.044282451,2.991923521,
,,2021/7/26 12:00,3.03933,3.073483117,2.870602096,3.148260188,3.144923312,
,,2021/7/26 13:00,2.9784,2.737714453,2.722150466,3.087745008,2.85543211,
,,2021/7/26 14:00,2.90827,3.00752088,2.8263556,2.649181155,3.038502267,
,,2021/7/26 15:00,2.83213,2.552627531,2.944224361,2.868512773,2.901501569,
,,2021/7/26 16:00,2.76469,2.483626423,2.846067389,2.523046366,2.890712178,
,,2021/7/26 17:00,2.70456,2.519490244,2.807683698,2.81813871,2.529309105,
,,2021/7/26 18:00,2.62119,2.483979435,2.378187945,2.340745126,2.343438015,
,,2021/7/26 19:00,2.55287,2.56673328,2.606980508,2.283017589,2.497253061,
,,2021/7/26 20:00,2.51286,2.363409259,2.520048243,2.372891384,2.370735328,
,,2021/7/26 21:00,2.50445,2.563657317,2.481139719,2.536469145,2.60724219,
,,2021/7/26 22:00,2.5244,2.591677119,2.401979039,2.455698712,2.410519773,
,,2021/7/26 23:00,2.56296,2.472898155,2.390185538,2.560578307,2.409917183,
,,2021/7/27 0:00,2.57552,2.405214816,2.426672468,2.457101214,2.457561654,
,,2021/7/27 1:00,2.55259,2.639495025,2.437177769,2.487026726,2.44681101,
,,2021/7/27 2:00,2.52825,2.522082494,2.344623106,2.295992047,2.327816139,
,,2021/7/27 3:00,2.51911,2.624887082,2.579562452,2.365265002,2.529265035,
,,2021/7/27 4:00,2.49681,2.34420454,2.407799788,2.554137833,2.586888756,
,,2021/7/27 5:00,2.45442,2.242333386,2.382035722,2.424882787,2.239589026,
,,2021/7/27 6:00,2.37318,2.367353575,2.292976665,2.17744315,2.198383656,
,,2021/7/27 7:00,2.2833,2.217413353,2.272750135,2.074514848,2.28306078,
,,2021/7/27 8:00,2.2026,2.168815965,2.190950044,2.144473545,2.01899636,
,,2021/7/27 9:00,2.12209,2.022686171,1.974220078,2.09848441,2.030852911,
,,2021/7/27 10:00,2.04333,2.10120389,1.92878013,1.864165028,2.076598422,
,,2021/7/27 11:00,1.97973,1.791975985,2.061038325,1.881036955,1.987463404,
,,2021/7/27 12:00,1.93456,1.84598546,1.886543212,1.825296418,1.824726398,
,,2021/7/27 13:00,1.89068,1.76845849,1.740069311,1.814713069,1.953227657,
,,2021/7/27 14:00,1.85684,1.80073535,1.89462743,1.908405234,1.834348009,
,,2021/7/27 15:00,1.8429,1.741269674,1.685116,1.853177038,1.874629533,
,,2021/7/27 16:00,1.84626,1.758766304,1.712653923,1.853510541,1.887813866,
,,2021/7/27 17:00,1.85102,1.875567001,1.846652554,1.829870694,1.935343892,
,,2021/7/27 18:00,1.84898,1.718023949,1.817941941,1.861139247,1.769751974,
,,2021/7/27 19:00,1.85279,1.922307345,1.782091198,1.682801475,1.857862526,
,,2021/7/27 20:00,1.84614,1.794457555,1.799461595,1.86926504,1.714457464,
,,2021/7/27 21:00,1.82575,1.773062655,1.775882612,1.877865189,1.70154223,
,,2021/7/27 22:00,1.80371,1.862534033,1.831347561,1.841957424,1.798189646,
,,2021/7/27 23:00,1.79683,1.714416974,1.649440948,1.670537479,1.657707075,
,,2021/7/28 0:00,1.792,1.84926629,1.727859925,1.646629496,1.62473426,
,,2021/7/28 1:00,1.78434,1.648445834,1.852260217,1.66398064,1.791799358,
,,2021/7/28 2:00,1.76743,1.811522052,1.787589864,1.68521138,1.848070758,
,,2021/7/28 3:00,1.75187,1.742472438,1.714716242,1.767760752,1.602809812,
,,2021/7/28 4:00,1.72938,1.788905807,1.691122099,1.744467713,1.805942121,
,,2021/7/28 5:00,1.71149,1.638525941,1.763772505,1.571409183,1.720861137,
,,2021/7/28 6:00,1.67985,1.707208348,1.549215427,1.707367994,1.65041207,
,,2021/7/28 7:00,1.65007,1.550111093,1.691904941,1.546795552,1.597133803,
,,2021/7/28 8:00,1.61661,1.505549992,1.54994017,1.485712606,1.523402254,
,,2021/7/28 9:00,1.58853,1.62410988,1.650679233,1.472139916,1.48291426,
,,2021/7/28 10:00,1.57263,1.601575939,1.604694801,1.641086194,1.531109473,
,,2021/7/28 11:00,1.55768,1.451613464,1.483432645,1.516115656,1.472059527,
,,2021/7/28 12:00,1.54115,1.591161513,1.488561263,1.442294453,1.496886214,
,,2021/7/28 13:00,1.52211,1.507753684,1.560631598,1.522166185,1.473686218,
,,2021/7/28 14:00,1.50214,1.557447357,1.36569815,1.550517476,1.464573044,
,,2021/7/28 15:00,1.48004,1.431743599,1.436171823,1.486485556,1.411745099,
,,2021/7/28 16:00,1.45969,1.505869496,1.457207975,1.477902495,1.52130569,
,,2021/7/28 17:00,1.43724,1.500808481,1.493117349,1.482674921,1.321581524,
,,2021/7/28 18:00,1.40759,1.341850168,1.340366289,1.31362606,1.324659927,
,,2021/7/28 19:00,1.37861,1.286425365,1.29729212,1.347206084,1.288767333,
,,2021/7/28 20:00,1.34552,1.388687425,1.221188688,1.351737956,1.352304116,
,,2021/7/28 21:00,1.30861,1.343784622,1.216461616,1.294136897,1.293438785,
,,2021/7/28 22:00,1.27898,1.23983641,1.290512321,1.199556419,1.316490333,
,,2021/7/28 23:00,1.25228,1.190871862,1.135923905,1.156538324,1.145831792,
,,2021/7/29 0:00,1.22042,1.147137789,1.180177008,1.112524604,1.106902326,
,,2021/7/29 1:00,1.18943,1.234748797,1.064915675,1.082638723,1.090462243,
,,2021/7/29 2:00,1.15871,1.034525351,1.147127401,1.123789994,1.080023407,
,,2021/7/29 3:00,1.13734,1.070594146,1.190095761,1.135315789,1.134493784,
,,2021/7/29 4:00,1.11622,1.147475684,1.152828521,1.177131797,1.10772915,
,,2021/7/29 5:00,1.09384,1.121933203,0.978279902,1.130533665,1.076941738,
,,2021/7/29 6:00,1.06914,1.12009507,1.009303031,1.032795766,1.10125991,
,,2021/7/29 7:00,1.04653,1.038341584,0.98143212,0.942798595,0.955872607,
,,2021/7/29 8:00,1.03137,0.988230068,0.944442214,1.058614873,1.042925769,
,,2021/7/29 9:00,1.02315,1.043885577,0.957319942,1.066600216,1.01896218,
,,2021/7/29 10:00,1.01762,1.067727988,0.998957195,1.065586782,1.053979669,
,,2021/7/29 11:00,1.01004,1.057369933,1.059643645,0.961226963,0.993834594,
,,2021/7/29 12:00,1.00105,0.892310715,0.969801849,1.052290933,0.897923115,
,,2021/7/29 13:00,0.99144,0.918204817,0.934211391,0.950616229,0.890310973,
,,2021/7/29 14:00,0.98494,1.017269188,0.893623618,0.972434212,0.939595946,
,,2021/7/29 15:00,0.97809,1.033359732,0.924527159,1.000264961,0.883253477,
,,2021/7/29 16:00,0.97578,0.873225894,0.913974852,0.921923461,0.916419459,
,,2021/7/29 17:00,0.97771,0.970481085,0.967605355,0.902657207,1.024722391,
,,2021/7/29 18:00,0.96244,0.931035027,0.931987807,0.977335946,0.936394929,
,,2021/7/29 19:00,0.95477,0.863976774,0.917353671,0.928902893,0.872599139,
,,2021/7/29 20:00,0.95179,0.925371545,0.892914957,0.974380527,1.004013508,
,,2021/7/29 21:00,0.94802,0.903744599,0.848293522,0.843413623,0.886417893,
,,2021/7/29 22:00,0.9325,0.832751836,0.940056464,0.944601613,0.935454903,
,,2021/7/29 23:00,0.92024,0.943242363,0.948012655,0.954028202,0.878196778,
,,2021/7/30 0:00,0.91242,0.965431887,0.842805509,0.843612676,0.832238478,
,,2021/7/30 1:00,0.91162,0.86724649,0.867473849,0.88954205,0.810334047,
,,2021/7/30 2:00,0.91687,0.852521346,0.936392725,0.808233361,0.897151835,
,,2021/7/30 3:00,0.9221,0.962907221,0.903290161,0.883237332,0.876652344,
,,2021/7/30 4:00,0.92584,0.876088747,0.98070234,0.830038399,0.912950113,
,,2021/7/30 5:00,0.92175,0.943043155,0.835314485,0.834559923,0.901542935,
,,2021/7/30 6:00,0.90635,0.818625453,0.865781474,0.82861928,0.910428292,
,,2021/7/30 7:00,0.89505,0.893789738,0.856709522,0.87736798,0.926255679,
,,2021/7/30 8:00,0.8951,0.842082511,0.788731856,0.8987877,0.930354812,
,,2021/7/30 9:00,0.89575,0.875021215,0.844255613,0.905891565,0.860954328,
,,2021/7/30 10:00,0.89617,0.892065905,0.909886436,0.902134089,0.799427059,
,,2021/7/30 11:00,0.90572,0.919071556,0.941700962,0.91784768,0.887566468,
,,2021/7/30 12:00,0.91443,0.821885517,0.913442337,0.834234686,0.92334592,
,,2021/7/30 13:00,0.91979,0.942836933,0.956774324,0.850430406,0.814668197,
,,2021/7/30 14:00,0.92601,0.858002747,0.861484428,0.842898446,0.95215253,
,,2021/7/30 15:00,0.92522,0.969465898,0.905617763,0.922163589,0.909376037,
,,2021/7/30 16:00,0.91746,0.939483764,0.95538597,0.950732167,0.9694391,
,,2021/7/30 17:00,0.90762,0.808314776,0.932765874,0.941321543,0.908305275,
,,2021/7/30 18:00,0.89904,0.949401521,0.818666473,0.840580469,0.950652635,
,,2021/7/30 19:00,0.89677,0.845127888,0.88519135,0.836731551,0.85672264,
,,2021/7/30 20:00,0.90298,0.847400592,0.892515866,0.857331758,0.930515478,
,,2021/7/30 21:00,0.91692,0.815683823,0.93075235,0.87255283,0.938457818,
,,2021/7/30 22:00,0.9377,0.86273957,0.856857542,0.912498472,0.892556121,
,,2021/7/30 23:00,0.95663,0.910685617,0.902820046,0.959427011,0.973214611,
,,2021/7/31 0:00,0.97103,0.937591946,0.972583845,0.915438312,0.922187292,
,,2021/7/31 1:00,0.95463,0.919895458,0.931604091,0.996485787,0.979915903,
,,2021/7/31 2:00,0.9373,0.951690997,0.904979227,0.95211179,0.867036392,
,,2021/7/31 3:00,0.92074,0.93187533,0.935482569,0.934474561,0.942307039,
,,2021/7/31 4:00,0.90441,0.949623422,0.858418866,0.892496653,0.825790271,
,,2021/7/31 5:00,0.89196,0.899346218,0.938209866,0.887407207,0.797942879,
,,2021/7/31 6:00,0.87797,0.811683603,0.910163464,0.887270006,0.809190415,
,,2021/7/31 7:00,0.87047,0.84479831,0.837522539,0.814324943,0.775227401,
,,2021/7/31 8:00,0.86766,0.803678597,0.776745149,0.796012324,0.869716906,
,,2021/7/31 9:00,0.87308,0.914811266,0.78030451,0.830249298,0.851351437,
,,2021/7/31 10:00,0.88174,0.868143787,0.922776969,0.889493755,0.879072756,
,,2021/7/31 11:00,0.89735,0.863136735,0.825906184,0.814461035,0.882638859,
,,2021/7/31 12:00,0.91747,0.826654961,0.899408869,0.843746706,0.839761986,
,,2021/7/31 13:00,0.93159,0.905828975,0.954853921,0.934012666,0.874884988,
,,2021/7/31 14:00,0.93169,0.900925269,0.881029459,0.873838212,0.947419484,
,,2021/7/31 15:00,0.92661,0.864021382,0.957721701,0.946605456,0.839911516,
,,2021/7/31 16:00,0.92003,0.962890566,0.952132351,0.885477021,0.833516305,
,,2021/7/31 17:00,0.91863,0.878326946,0.823495064,0.920366597,0.959429452,
,,2021/7/31 18:00,0.91097,0.951678361,0.829545238,0.937082804,0.906338001,
,,2021/7/31 19:00,0.91134,0.862229673,0.894899966,0.911765624,0.923066198,
,,2021/7/31 20:00,0.9201,0.87383515,0.934335295,0.940710061,0.935981265,
,,2021/7/31 21:00,0.93058,0.962863025,0.931591705,0.849164205,0.87834359,
,,2021/7/31 22:00,0.9258,0.865645811,0.83435867,0.919670334,0.935112236,
,,2021/7/31 23:00,0.91815,0.952578106,0.920112312,0.848863059,0.940389389,
,,2021/8/1 0:00,0.90658,0.833087583,0.898782643,0.891760443,0.951567047,
,,2021/8/1 1:00,0.8945,0.82482618,0.807159378,0.862123114,0.844777782,
,,2021/8/1 2:00,0.8812,0.923456486,0.902641222,0.824639848,0.913655463,
,,2021/8/1 3:00,0.86947,0.796209134,0.821414673,0.780223597,0.883238164,
,,2021/8/1 4:00,0.86108,0.833852031,0.886472686,0.831873576,0.834107811,
,,2021/8/1 5:00,0.85552,0.818689071,0.802990444,0.849217535,0.804670263,
,,2021/8/1 6:00,0.85431,0.77172197,0.865410258,0.875085271,0.801526348,
,,2021/8/1 7:00,0.85713,0.885512854,0.805067013,0.840639434,0.814689101,
